patcnty1,dsch_yr,Sex,Discharges,AnnotationCode,AnnotationDesc
Solano,2015,Male,16132,,
Solano,2015,"Other, Unknown, Invalid",3,,
Solano,2016,Female,22523,,
Solano,2016,Male,17018,,
Solano,2016,"Other, Unknown, Invalid",9,,
Solano,2017,Female,21796,,
Solano,2017,Male,16685,,
Solano,2017,"Unknown, Invalid",2,,
Solano,2018,Female,21417,,
Solano,2018,Male,16425,,
Solano,2018,"Unknown, Invalid",1,,
Solano,2019,Female,21848,,
Solano,2019,Male,16880,,
Solano,2019,"Unknown, Invalid",1,,
Solano,2020,Female,19556,,
Solano,2020,Male,15298,,
Solano,2020,"Unknown, Invalid",2,,
Solano,2021,Female,20382,,
Solano,2021,Male,15797,,
Solano,2021,"Unknown, Invalid",1,,
Solano,2022,Female,20242,,
Solano,2022,Male,15481,,
Solano,2022,"Unknown, Invalid",1,,
Solano,2023,Female,20716,,
Solano,2023,Male,16558,,
Solano,2023,"Unknown, Invalid",1,,
Sonoma,2012,Female,24327,,
Sonoma,2012,Male,17623,,
Sonoma,2012,"Other, Unknown, Invalid",3,,
Sonoma,2013,Female,23549,,
Sonoma,2013,Male,17226,,
Sonoma,2013,"Other, Unknown, Invalid",4,,
Sonoma,2014,Female,23559,,
Sonoma,2014,Male,17264,,
Sonoma,2014,"Other, Unknown, Invalid",5,,
Sonoma,2015,Female,23971,,
Sonoma,2015,Male,17767,,
Sonoma,2015,"Other, Unknown, Invalid",4,,
Sonoma,2016,Female,24512,,
Sonoma,2016,Male,18592,,
Sonoma,2016,"Other, Unknown, Invalid",12,,
Sonoma,2017,Female,23826,,
Sonoma,2017,Male,18422,,
Sonoma,2018,Female,23380,,
Sonoma,2018,Male,18057,,
Sonoma,2018,"Unknown, Invalid",367,,
Sonoma,2019,Female,23459,,
Sonoma,2019,Male,18265,,
Sonoma,2019,"Unknown, Invalid",9,,
Sonoma,2020,Female,20765,,
Sonoma,2020,Male,16921,,
Sonoma,2020,"Unknown, Invalid",5,,
Sonoma,2021,Female,22001,,
Sonoma,2021,Male,17615,,
Sonoma,2021,"Unknown, Invalid",6,,
Sonoma,2022,Female,22823,,
Sonoma,2022,Male,18352,,
Sonoma,2022,"Unknown, Invalid",4,,
Sonoma,2023,Female,23397,,
Sonoma,2023,Male,19777,,
Sonoma,2023,"Unknown, Invalid",2,,
Stanislaus,2012,Female,34849,,
Stanislaus,2012,Male,24937,,
Stanislaus,2012,"Other, Unknown, Invalid",1,,
Stanislaus,2013,Female,34424,,
Stanislaus,2013,Male,25054,,
Stanislaus,2013,"Other, Unknown, Invalid",12,,
Stanislaus,2014,Female,34160,,
Stanislaus,2014,Male,24635,,
Stanislaus,2014,"Other, Unknown, Invalid",8,,
Stanislaus,2015,Female,34888,,
Stanislaus,2015,Male,25527,,
Stanislaus,2015,"Other, Unknown, Invalid",1,,
Stanislaus,2016,Female,34525,,
Stanislaus,2016,Male,26054,,
Stanislaus,2016,"Other, Unknown, Invalid",3,,
Stanislaus,2017,Female,34293,,
Stanislaus,2017,Male,25488,,
Stanislaus,2017,"Unknown, Invalid",5,,
Stanislaus,2018,Female,33863,,
Stanislaus,2018,Male,25477,,
Stanislaus,2018,"Unknown, Invalid",5,,
Stanislaus,2019,Female,33654,,
Stanislaus,2019,Male,26001,,
Stanislaus,2019,"Unknown, Invalid",4,,
Stanislaus,2020,Female,30803,,
Stanislaus,2020,Male,24497,,
Stanislaus,2020,"Unknown, Invalid",4,,
Stanislaus,2021,Female,33132,,
Stanislaus,2021,Male,25759,,
Stanislaus,2021,"Unknown, Invalid",7,,
Stanislaus,2022,Female,32496,,
Stanislaus,2022,Male,24939,,
Stanislaus,2022,"Unknown, Invalid",2,,
Stanislaus,2023,Female,33278,,
Stanislaus,2023,Male,26946,,
Stanislaus,2023,"Unknown, Invalid",4,,
Sutter,2012,Female,6355,,
Sutter,2012,Male,4378,,
Sutter,2013,Female,6104,,
Sutter,2013,Male,4527,,
Sutter,2014,Female,5944,,
Sutter,2014,Male,4200,,
Sutter,2015,Female,5891,,
Sutter,2015,Male,4248,,
Sutter,2015,"Other, Unknown, Invalid",1,,
Sutter,2016,Female,6030,,
Sutter,2016,Male,4467,,
Sutter,2016,"Other, Unknown, Invalid",1,,
Sutter,2017,Female,5794,,
Sutter,2017,Male,4531,,
Sutter,2018,Female,5981,,
Sutter,2018,Male,4848,,
Sutter,2019,Female,5975,,
Sutter,2019,Male,4678,,
Sutter,2020,Female,5654,,
Sutter,2020,Male,4440,,
Sutter,2020,"Unknown, Invalid",3,,
Sutter,2021,Female,5816,,
Sutter,2021,Male,4788,,
Sutter,2021,"Unknown, Invalid",1,,
Sutter,2022,Female,5382,,
Sutter,2022,Male,4180,,
Sutter,2023,Female,5653,,
Sutter,2023,Male,4466,,
Sutter,2023,"Unknown, Invalid",4,,
Tehama,2012,Female,3676,,
Tehama,2012,Male,2619,,
Tehama,2013,Female,3445,,
Tehama,2013,Male,2604,,
Tehama,2014,Female,3545,,
Tehama,2014,Male,2615,,
Tehama,2015,Female,3617,,
Tehama,2015,Male,2647,,
Tehama,2016,Female,3609,,
Tehama,2016,Male,2829,,
Tehama,2017,Female,3434,,
Tehama,2017,Male,2719,,
Tehama,2018,Female,3727,,
Tehama,2018,Male,2846,,
Tehama,2018,"Unknown, Invalid",1,,
Tehama,2019,Female,3886,,
Tehama,2019,Male,2936,,
Tehama,2020,Female,3373,,
Tehama,2020,Male,2719,,
Tehama,2020,"Unknown, Invalid",1,,
Tehama,2021,Female,3566,,
Tehama,2021,Male,2929,,
Tehama,2022,Female,3383,,
Tehama,2022,Male,2823,,
Tehama,2022,"Unknown, Invalid",1,,
Tehama,2023,Female,3436,,
Tehama,2023,Male,2847,,
Trinity,2012,Female,874,,
Trinity,2012,Male,664,,
Trinity,2013,Female,861,,
Trinity,2013,Male,657,,
Trinity,2014,Female,756,,
Trinity,2014,Male,690,,
Trinity,2014,"Other, Unknown, Invalid",1,,
Trinity,2015,Female,782,,
Trinity,2015,Male,727,,
Trinity,2016,Female,723,,
Trinity,2016,Male,747,,
Trinity,2017,Female,782,,
Trinity,2017,Male,721,,
Trinity,2018,Female,755,,
Trinity,2018,Male,685,,
Trinity,2019,Female,696,,
Trinity,2019,Male,620,,
Trinity,2020,Female,598,,
Trinity,2020,Male,603,,
Trinity,2021,Female,621,,
Trinity,2021,Male,609,,
Trinity,2022,Female,612,,
Trinity,2022,Male,591,,
Trinity,2023,Female,568,,
Trinity,2023,Male,592,,
Tulare,2012,Female,29105,,
Tulare,2012,Male,19687,,
Tulare,2012,"Other, Unknown, Invalid",3,,
Tulare,2013,Female,27417,,
Tulare,2013,Male,18910,,
Tulare,2013,"Other, Unknown, Invalid",2,,
Tulare,2014,Female,27655,,
Tulare,2014,Male,18961,,
Tulare,2014,"Other, Unknown, Invalid",2,,
Tulare,2015,Female,27651,,
Tulare,2015,Male,19575,,
Tulare,2015,"Other, Unknown, Invalid",6,,
Tulare,2016,Female,27080,,
Tulare,2016,Male,19468,,
Tulare,2016,"Other, Unknown, Invalid",2,,
Tulare,2017,Female,27819,,
Tulare,2017,Male,19938,,
Tulare,2017,"Unknown, Invalid",1,,
Tulare,2018,Female,25797,,
Tulare,2018,Male,18449,,
Tulare,2018,"Unknown, Invalid",4,,
Tulare,2019,Female,26214,,
Tulare,2019,Male,18797,,
Tulare,2019,"Unknown, Invalid",4,,
Tulare,2020,Female,23817,,
Tulare,2020,Male,17081,,
Tulare,2021,Female,24939,,
Tulare,2021,Male,19031,,
Tulare,2021,"Unknown, Invalid",1,,
Tulare,2022,Female,25252,,
Tulare,2022,Male,18743,,
Tulare,2022,"Unknown, Invalid",5,,
Tulare,2023,Female,23847,,
Tulare,2023,Male,18758,,
Tulare,2023,"Unknown, Invalid",6,,
Tuolumne,2012,Female,3496,,
Tuolumne,2012,Male,2917,,
Tuolumne,2013,Female,3554,,
Tuolumne,2013,Male,2878,,
Tuolumne,2014,Female,3492,,
Tuolumne,2014,Male,2801,,
Tuolumne,2015,Female,3530,,
Tuolumne,2015,Male,2916,,
Tuolumne,2016,Female,3422,,
Tuolumne,2016,Male,2804,,
Tuolumne,2016,"Other, Unknown, Invalid",1,,
Tuolumne,2017,Female,3368,,
Tuolumne,2017,Male,2805,,
Tuolumne,2018,Female,3101,,
Tuolumne,2018,Male,2679,,
Tuolumne,2019,Female,3215,,
Tuolumne,2019,Male,2739,,
Tuolumne,2019,"Unknown, Invalid",1,,
Tuolumne,2020,Female,2939,,
Tuolumne,2020,Male,2594,,
Tuolumne,2020,"Unknown, Invalid",1,,
Tuolumne,2021,Female,2856,,
Tuolumne,2021,Male,2803,,
Tuolumne,2022,Female,2963,,
Tuolumne,2022,Male,2749,,
Tuolumne,2023,Female,2944,,
Tuolumne,2023,Male,2759,,
Tuolumne,2023,"Unknown, Invalid",3,,
Unknown,2019,Female,513,,
Unknown,2019,Male,629,,
Unknown,2019,"Unknown, Invalid",1,,
Unknown,2020,Female,404,,
Unknown,2020,Male,561,,
Unknown,2020,"Unknown, Invalid",1,,
Unknown,2021,Female,523,,
Unknown,2021,Male,786,,
Unknown,2022,Female,724,,
Unknown,2022,Male,1030,,
Unknown,2022,"Unknown, Invalid",2,,
Unknown,2023,Female,2768,,
Unknown,2023,Male,3410,,
Unknown,2023,"Unknown, Invalid",4,,
Ventura,2012,Female,47404,,
Ventura,2012,Male,33799,,
Ventura,2012,"Other, Unknown, Invalid",5,,
Ventura,2013,Female,46195,,
Ventura,2013,Male,32464,,
Ventura,2013,"Other, Unknown, Invalid",2,,
Ventura,2014,Female,45286,,
Ventura,2014,Male,32423,,
Ventura,2014,"Other, Unknown, Invalid",2,,
Ventura,2015,Female,46121,,
Ventura,2015,Male,34379,,
Ventura,2015,"Other, Unknown, Invalid",33,,
Ventura,2016,Female,45338,,
Ventura,2016,Male,34140,,
Ventura,2016,"Other, Unknown, Invalid",24,,
Ventura,2017,Female,45314,,
Ventura,2017,Male,34411,,
Ventura,2017,"Unknown, Invalid",18,,
Ventura,2018,Female,44356,,
Ventura,2018,Male,33689,,
Ventura,2018,"Unknown, Invalid",22,,
Ventura,2019,Female,44929,,
Ventura,2019,Male,34867,,
Ventura,2019,"Unknown, Invalid",14,,
Ventura,2020,Female,40160,,
Ventura,2020,Male,31528,,
Ventura,2020,"Unknown, Invalid",7,,
Ventura,2021,Female,41453,,
Ventura,2021,Male,33330,,
Ventura,2021,"Unknown, Invalid",17,,
Ventura,2022,Female,42448,,
Ventura,2022,Male,33568,,
Ventura,2022,"Unknown, Invalid",14,,
Ventura,2023,Female,41910,,
Ventura,2023,Male,34633,,
Ventura,2023,"Unknown, Invalid",13,,
Yolo,2012,Female,9380,,
Yolo,2012,Male,6604,,
Yolo,2012,"Other, Unknown, Invalid",1,,
Yolo,2013,Female,9213,,
Yolo,2013,Male,6484,,
Yolo,2014,Female,9041,,
Yolo,2014,Male,6543,,
Yolo,2015,Female,9405,,
Yolo,2015,Male,6860,,
Yolo,2015,"Other, Unknown, Invalid",2,,
Yolo,2016,Female,9894,,
Yolo,2016,Male,6832,,
Yolo,2016,"Other, Unknown, Invalid",3,,
Yolo,2017,Female,9623,,
Yolo,2017,Male,7006,,
Yolo,2017,"Unknown, Invalid",1,,
Yolo,2018,Female,9075,,
Yolo,2018,Male,6874,,
Yolo,2018,"Unknown, Invalid",1,,
Yolo,2019,Female,9146,,
Yolo,2019,Male,6727,,
Yolo,2019,"Unknown, Invalid",1,,
Yolo,2020,Female,7976,,
Yolo,2020,Male,6342,,
Yolo,2021,Female,8416,,
Yolo,2021,Male,6433,,
Yolo,2022,Female,8684,,
Yolo,2022,Male,6563,,
Yolo,2023,Female,9197,,
Yolo,2023,Male,7174,,
Yuba,2012,Female,5356,,
Yuba,2012,Male,3631,,
Yuba,2013,Female,5299,,
Yuba,2013,Male,3489,,
Yuba,2014,Female,4959,,
Yuba,2014,Male,3512,,
Yuba,2015,Female,4868,,
Yuba,2015,Male,3624,,
Yuba,2016,Female,5190,,
Yuba,2016,Male,3781,,
Yuba,2017,Female,5284,,
Yuba,2017,Male,3891,,
Yuba,2018,Female,5385,,
Yuba,2018,Male,3920,,
Yuba,2019,Female,5442,,
Yuba,2019,Male,3926,,
Yuba,2020,Female,4920,,
Yuba,2020,Male,3701,,
Yuba,2020,"Unknown, Invalid",1,,
Yuba,2021,Female,5253,,
Yuba,2021,Male,4032,,
Yuba,2022,Female,5019,,
Yuba,2022,Male,3782,,
Yuba,2022,"Unknown, Invalid",1,,
Yuba,2023,Female,5153,,
Yuba,2023,Male,3851,,
Yuba,2023,"Unknown, Invalid",3,,
